role,train_player_id,current_trackman_player_id,mapping_status
batter,22374,62164.0,confirmed_global_exact
batter,22379,62700.0,confirmed_global_exact
batter,22382,62797.0,confirmed_global_exact
batter,22392,62353.0,confirmed_global_exact
batter,22394,62356.0,confirmed_global_exact
batter,22396,62332.0,confirmed_global_exact
batter,22410,62404.0,confirmed_global_exact
batter,22416,62468.0,confirmed_global_exact
batter,22420,62556.0,confirmed_global_exact
batter,22424,62558.0,confirmed_global_exact
batter,22425,,unanchored_no_exact_evidence
batter,22429,62234.0,confirmed_global_exact
batter,22430,62244.0,confirmed_global_exact
batter,22432,62265.0,confirmed_global_exact
batter,22435,,unanchored_no_exact_evidence
batter,22436,62864.0,confirmed_global_exact
batter,22439,62893.0,confirmed_global_exact
batter,22442,62884.0,confirmed_global_exact
batter,22443,62895.0,confirmed_global_exact
batter,22454,76368.0,confirmed_global_exact
batter,22455,,conflict_multiple_trackman_ids
batter,22460,77654.0,confirmed_global_exact
batter,22468,63123.0,confirmed_global_exact
batter,22499,63339.0,confirmed_global_exact
batter,22500,78168.0,confirmed_global_exact
batter,22502,,conflict_multiple_trackman_ids
batter,22514,79290.0,confirmed_global_exact
batter,22521,63202.0,confirmed_global_exact
batter,22522,63257.0,confirmed_global_exact
batter,22523,63260.0,confirmed_global_exact
batter,22542,63722.0,confirmed_global_exact
batter,22553,63634.0,confirmed_global_exact
batter,22571,62409.0,confirmed_global_exact
batter,22574,63435.0,confirmed_global_exact
batter,22576,63450.0,confirmed_global_exact
batter,22605,62931.0,confirmed_global_exact
batter,22606,62907.0,confirmed_global_exact
batter,22607,62925.0,confirmed_global_exact
batter,22610,62947.0,confirmed_global_exact
batter,22611,62921.0,confirmed_global_exact
batter,22612,,conflict_multiple_trackman_ids
batter,22613,62917.0,confirmed_global_exact
batter,22621,63960.0,confirmed_global_exact
batter,22626,60566.0,confirmed_global_exact
batter,22628,63905.0,confirmed_global_exact
batter,22629,63903.0,confirmed_global_exact
batter,22632,,conflict_reverse_multiple_train_ids
batter,22660,62415.0,confirmed_global_exact
batter,22664,,conflict_reverse_multiple_train_ids
batter,22671,64300.0,confirmed_global_exact
batter,22674,63920.0,confirmed_global_exact
batter,22679,64499.0,confirmed_global_exact
batter,22682,61554.0,confirmed_global_exact
batter,22683,61366.0,confirmed_global_exact
batter,22684,64706.0,confirmed_global_exact
batter,22690,64560.0,confirmed_global_exact
batter,22693,64153.0,confirmed_global_exact
batter,22695,65132.0,confirmed_global_exact
batter,22696,65136.0,confirmed_global_exact
batter,22697,65115.0,confirmed_global_exact
batter,22709,64717.0,confirmed_global_exact
batter,22716,64944.0,confirmed_global_exact
batter,22719,64346.0,confirmed_global_exact
batter,22720,64001.0,confirmed_global_exact
batter,22725,64006.0,confirmed_global_exact
batter,22727,64004.0,confirmed_global_exact
batter,22728,64012.0,confirmed_global_exact
batter,22732,64007.0,confirmed_global_exact
batter,22733,63088.0,confirmed_global_exact
batter,22735,,unanchored_no_exact_evidence
batter,22736,65357.0,confirmed_global_exact
batter,22737,64117.0,confirmed_global_exact
batter,22739,64504.0,confirmed_global_exact
batter,22743,,unanchored_no_exact_evidence
batter,22745,63448.0,confirmed_global_exact
batter,22748,64086.0,confirmed_global_exact
batter,22749,65653.0,confirmed_global_exact
batter,22756,64468.0,confirmed_global_exact
batter,22758,64493.0,confirmed_global_exact
batter,22760,,unanchored_no_exact_evidence
batter,22762,79364.0,confirmed_global_exact
batter,22763,62908.0,confirmed_global_exact
batter,22766,64890.0,confirmed_global_exact
batter,22767,64895.0,confirmed_global_exact
batter,22768,63704.0,confirmed_global_exact
batter,22771,64115.0,confirmed_global_exact
batter,22773,65120.0,confirmed_global_exact
batter,22774,63360.0,confirmed_global_exact
batter,22775,65399.0,confirmed_global_exact
batter,22777,65040.0,confirmed_global_exact
batter,22779,64166.0,confirmed_global_exact
batter,22781,65506.0,confirmed_global_exact
batter,22800,64164.0,confirmed_global_exact
batter,22807,,conflict_multiple_trackman_ids
batter,22808,64101.0,confirmed_global_exact
batter,22809,,conflict_reverse_multiple_train_ids
batter,22811,,conflict_reverse_multiple_train_ids
batter,22813,66109.0,confirmed_global_exact
batter,22816,66108.0,confirmed_global_exact
batter,22817,64100.0,confirmed_global_exact
batter,22819,66162.0,confirmed_global_exact
batter,22822,64260.0,confirmed_global_exact
batter,22830,66203.0,confirmed_global_exact
batter,22831,65207.0,confirmed_global_exact
batter,22839,66209.0,confirmed_global_exact
batter,22841,64213.0,confirmed_global_exact
batter,22847,,unanchored_no_exact_evidence
batter,22852,65304.0,confirmed_global_exact
batter,22853,65898.0,confirmed_global_exact
batter,22857,,unanchored_no_exact_evidence
batter,22872,65362.0,confirmed_global_exact
batter,22882,64340.0,confirmed_global_exact
batter,22886,66354.0,confirmed_global_exact
batter,22893,65514.0,confirmed_global_exact
batter,22900,65503.0,confirmed_global_exact
batter,22901,,conflict_multiple_trackman_ids
batter,22902,66508.0,confirmed_global_exact
batter,22921,,unanchored_no_exact_evidence
batter,22924,,unanchored_no_exact_evidence
batter,22928,66614.0,confirmed_global_exact
batter,22934,66615.0,confirmed_global_exact
batter,22943,66662.0,confirmed_global_exact
batter,22950,66657.0,confirmed_global_exact
batter,22956,66606.0,confirmed_global_exact
batter,22959,,conflict_reverse_multiple_train_ids
batter,22963,66715.0,confirmed_global_exact
batter,22969,66707.0,confirmed_global_exact
batter,22970,65705.0,confirmed_global_exact
batter,22985,65703.0,confirmed_global_exact
batter,22986,,conflict_multiple_trackman_ids
batter,22995,66716.0,confirmed_global_exact
batter,23000,65412.0,confirmed_global_exact
batter,23001,65462.0,confirmed_global_exact
batter,23004,66462.0,confirmed_global_exact
batter,23008,66410.0,confirmed_global_exact
batter,23022,66409.0,confirmed_global_exact
batter,23028,63913.0,confirmed_global_exact
batter,23034,64906.0,confirmed_global_exact
batter,23040,64984.0,confirmed_global_exact
batter,23045,74465.0,confirmed_global_exact
batter,23049,65909.0,confirmed_global_exact
batter,23064,65905.0,confirmed_global_exact
batter,23068,65044.0,confirmed_global_exact
batter,23080,74339.0,confirmed_global_exact
batter,23089,66838.0,confirmed_global_exact
batter,23095,64898.0,confirmed_global_exact
batter,23108,65869.0,confirmed_global_exact
batter,23111,,unanchored_no_exact_evidence
batter,23113,,conflict_reverse_multiple_train_ids
batter,23116,65464.0,confirmed_global_exact
batter,23121,64724.0,confirmed_global_exact
batter,23132,66749.0,confirmed_global_exact
batter,23134,66704.0,confirmed_global_exact
batter,23138,66803.0,confirmed_global_exact
batter,23143,66864.0,confirmed_global_exact
batter,23144,66833.0,confirmed_global_exact
batter,23146,63895.0,confirmed_global_exact
batter,23147,66807.0,confirmed_global_exact
batter,23153,578268.0,confirmed_global_exact
batter,23179,65269.0,confirmed_global_exact
batter,23180,66202.0,confirmed_global_exact
batter,23186,66233.0,confirmed_global_exact
batter,23187,66207.0,confirmed_global_exact
batter,23188,64022.0,confirmed_global_exact
batter,23189,66504.0,confirmed_global_exact
batter,23193,66917.0,confirmed_global_exact
batter,23195,66965.0,confirmed_global_exact
batter,23197,66928.0,confirmed_global_exact
batter,23200,66968.0,confirmed_global_exact
batter,23205,66963.0,confirmed_global_exact
batter,23212,66802.0,confirmed_global_exact
batter,23225,67119.0,confirmed_global_exact
batter,23227,67169.0,confirmed_global_exact
batter,23228,,unanchored_no_exact_evidence
batter,23234,,conflict_multiple_trackman_ids
batter,23241,67202.0,confirmed_global_exact
batter,23242,67265.0,confirmed_global_exact
batter,23243,67207.0,confirmed_global_exact
batter,23244,64266.0,confirmed_global_exact
batter,23250,67206.0,confirmed_global_exact
batter,23252,67209.0,confirmed_global_exact
batter,23253,64209.0,confirmed_global_exact
batter,23262,67944.0,confirmed_global_exact
batter,23263,67993.0,confirmed_global_exact
batter,23264,67900.0,confirmed_global_exact
batter,23266,67991.0,confirmed_global_exact
batter,23274,67905.0,confirmed_global_exact
batter,23281,67304.0,confirmed_global_exact
batter,23282,67341.0,confirmed_global_exact
batter,23290,67363.0,confirmed_global_exact
batter,23298,67644.0,confirmed_global_exact
batter,23299,63636.0,confirmed_global_exact
batter,23300,67610.0,confirmed_global_exact
batter,23309,67611.0,confirmed_global_exact
batter,23317,,unanchored_no_exact_evidence
batter,23318,62802.0,confirmed_global_exact
batter,23319,67893.0,confirmed_global_exact
batter,23321,61869.0,confirmed_global_exact
batter,23329,67803.0,confirmed_global_exact
batter,23330,67807.0,confirmed_global_exact
batter,23341,67760.0,confirmed_global_exact
batter,23346,,conflict_reverse_multiple_train_ids
batter,23347,67539.0,confirmed_global_exact
batter,23348,,conflict_multiple_trackman_ids
batter,23349,67504.0,confirmed_global_exact
batter,23352,,unanchored_no_exact_evidence
batter,23357,67568.0,confirmed_global_exact
batter,23358,67563.0,confirmed_global_exact
batter,23366,67454.0,confirmed_global_exact
batter,23367,67449.0,confirmed_global_exact
batter,23373,67412.0,confirmed_global_exact
batter,23377,67405.0,confirmed_global_exact
batter,23380,,unanchored_no_exact_evidence
batter,23387,65096.0,confirmed_global_exact
batter,23388,,unanchored_no_exact_evidence
batter,23395,67063.0,confirmed_global_exact
batter,23396,67006.0,confirmed_global_exact
batter,23401,67016.0,confirmed_global_exact
batter,23404,573131.0,confirmed_global_exact
batter,23405,66406.0,confirmed_global_exact
batter,23407,,conflict_multiple_trackman_ids
batter,23408,62025.0,confirmed_global_exact
batter,23410,457449.0,confirmed_global_exact
batter,23413,592692.0,confirmed_global_exact
batter,23418,65109.0,confirmed_global_exact
batter,23420,76290.0,confirmed_global_exact
batter,23425,68100.0,confirmed_global_exact
batter,23427,68106.0,confirmed_global_exact
batter,23429,68109.0,confirmed_global_exact
batter,23430,,conflict_reverse_multiple_train_ids
batter,23432,68117.0,confirmed_global_exact
batter,23433,68119.0,confirmed_global_exact
batter,23435,68302.0,confirmed_global_exact
batter,23436,68330.0,confirmed_global_exact
batter,23442,68346.0,confirmed_global_exact
batter,23443,75125.0,confirmed_global_exact
batter,23444,68362.0,confirmed_global_exact
batter,23448,,unanchored_no_exact_evidence
batter,23450,68304.0,confirmed_global_exact
batter,23452,68305.0,confirmed_global_exact
batter,23455,68556.0,confirmed_global_exact
batter,23463,68518.0,confirmed_global_exact
batter,23464,65586.0,confirmed_global_exact
batter,23465,68525.0,confirmed_global_exact
batter,23466,68504.0,confirmed_global_exact
batter,23467,63593.0,confirmed_global_exact
batter,23469,63558.0,confirmed_global_exact
batter,23470,68507.0,confirmed_global_exact
batter,23471,76313.0,confirmed_global_exact
batter,23472,64014.0,confirmed_global_exact
batter,23474,64011.0,confirmed_global_exact
batter,23476,68050.0,confirmed_global_exact
batter,23481,68069.0,confirmed_global_exact
batter,23482,68087.0,confirmed_global_exact
batter,23483,68089.0,confirmed_global_exact
batter,23486,67094.0,confirmed_global_exact
batter,23487,68096.0,confirmed_global_exact
batter,23492,68002.0,confirmed_global_exact
batter,23493,68003.0,confirmed_global_exact
batter,23495,,unanchored_no_exact_evidence
batter,23505,68646.0,confirmed_global_exact
batter,23507,68614.0,confirmed_global_exact
batter,23508,64657.0,confirmed_global_exact
batter,23521,60288.0,confirmed_global_exact
batter,23523,,unanchored_no_exact_evidence
batter,23524,64410.0,confirmed_global_exact
batter,23525,64407.0,confirmed_global_exact
batter,23526,68463.0,confirmed_global_exact
batter,23527,68416.0,confirmed_global_exact
batter,23529,64469.0,confirmed_global_exact
batter,23531,68466.0,confirmed_global_exact
batter,23546,68869.0,confirmed_global_exact
batter,23547,,unanchored_no_exact_evidence
batter,23548,64803.0,confirmed_global_exact
batter,23549,68868.0,confirmed_global_exact
batter,23551,68805.0,confirmed_global_exact
batter,23552,68205.0,confirmed_global_exact
batter,23553,79530.0,confirmed_global_exact
batter,23562,63559.0,confirmed_global_exact
batter,23563,,unanchored_no_exact_evidence
batter,23574,68701.0,confirmed_global_exact
batter,23576,,unanchored_no_exact_evidence
batter,23578,,conflict_reverse_multiple_train_ids
batter,23579,68707.0,confirmed_global_exact
batter,23582,,conflict_multiple_trackman_ids
batter,23583,66706.0,confirmed_global_exact
batter,23584,68700.0,confirmed_global_exact
batter,23586,68709.0,confirmed_global_exact
batter,23602,68912.0,confirmed_global_exact
batter,23604,62537.0,confirmed_global_exact
batter,23605,,conflict_reverse_multiple_train_ids
batter,23606,68904.0,confirmed_global_exact
batter,23608,68909.0,confirmed_global_exact
batter,23612,68901.0,confirmed_global_exact
batter,23614,,unanchored_no_exact_evidence
batter,23625,543742.0,confirmed_global_exact
batter,23626,63440.0,confirmed_global_exact
batter,23635,571830.0,confirmed_global_exact
batter,23637,,unanchored_no_exact_evidence
batter,23639,69102.0,confirmed_global_exact
batter,23641,,conflict_multiple_trackman_ids
batter,23645,69100.0,confirmed_global_exact
batter,23646,64646.0,confirmed_global_exact
batter,23649,571757.0,confirmed_global_exact
batter,23657,69627.0,confirmed_global_exact
batter,23658,69628.0,confirmed_global_exact
batter,23661,,unanchored_no_exact_evidence
batter,23662,69636.0,confirmed_global_exact
batter,23663,62668.0,confirmed_global_exact
batter,23664,65610.0,confirmed_global_exact
batter,23666,64602.0,confirmed_global_exact
batter,23667,,conflict_multiple_trackman_ids
batter,23668,,unanchored_no_exact_evidence
batter,23669,65515.0,confirmed_global_exact
batter,23670,64501.0,confirmed_global_exact
batter,23671,69530.0,confirmed_global_exact
batter,23675,69592.0,confirmed_global_exact
batter,23677,69500.0,confirmed_global_exact
batter,23680,,unanchored_no_exact_evidence
batter,23681,69508.0,confirmed_global_exact
batter,23683,69512.0,confirmed_global_exact
batter,23685,69517.0,confirmed_global_exact
batter,23686,69518.0,confirmed_global_exact
batter,23687,628336.0,confirmed_global_exact
batter,23688,63700.0,confirmed_global_exact
batter,23691,69727.0,confirmed_global_exact
batter,23692,,unanchored_no_exact_evidence
batter,23693,69737.0,confirmed_global_exact
batter,23698,69766.0,confirmed_global_exact
batter,23700,63703.0,confirmed_global_exact
batter,23701,64704.0,confirmed_global_exact
batter,23702,69702.0,confirmed_global_exact
batter,23705,69705.0,confirmed_global_exact
batter,23706,69706.0,confirmed_global_exact
batter,23711,,unanchored_no_exact_evidence
batter,23712,69403.0,confirmed_global_exact
batter,23715,69428.0,confirmed_global_exact
batter,23718,,conflict_multiple_trackman_ids
batter,23720,69453.0,confirmed_global_exact
batter,23723,69416.0,confirmed_global_exact
batter,23724,69418.0,confirmed_global_exact
batter,23726,68407.0,confirmed_global_exact
batter,23728,68211.0,confirmed_global_exact
batter,23732,69214.0,confirmed_global_exact
batter,23733,69203.0,confirmed_global_exact
batter,23734,68204.0,confirmed_global_exact
batter,23735,69238.0,confirmed_global_exact
batter,23739,69207.0,confirmed_global_exact
batter,23742,69210.0,confirmed_global_exact
batter,23746,69394.0,confirmed_global_exact
batter,23750,69332.0,confirmed_global_exact
batter,23752,69366.0,confirmed_global_exact
batter,23753,69363.0,confirmed_global_exact
batter,23755,69393.0,confirmed_global_exact
batter,23756,69305.0,confirmed_global_exact
batter,23757,69306.0,confirmed_global_exact
batter,23759,69813.0,confirmed_global_exact
batter,23760,69825.0,confirmed_global_exact
batter,23762,,unanchored_no_exact_evidence
batter,23763,69860.0,confirmed_global_exact
batter,23768,69950.0,confirmed_global_exact
batter,23771,,unanchored_no_exact_evidence
batter,23773,69980.0,confirmed_global_exact
batter,23776,69992.0,confirmed_global_exact
batter,23778,69995.0,confirmed_global_exact
batter,23780,69900.0,confirmed_global_exact
batter,23788,69056.0,confirmed_global_exact
batter,23789,69064.0,confirmed_global_exact
batter,23791,69055.0,confirmed_global_exact
batter,23793,,unanchored_no_exact_evidence
batter,23797,,unanchored_no_exact_evidence
batter,23798,,unanchored_no_exact_evidence
batter,23799,,unanchored_no_exact_evidence
batter,23802,,unanchored_no_exact_evidence
batter,23803,,unanchored_no_exact_evidence
batter,23805,,unanchored_no_exact_evidence
batter,23810,,unanchored_no_exact_evidence
batter,23811,,unanchored_no_exact_evidence
batter,23817,,unanchored_no_exact_evidence
batter,23835,69802.0,confirmed_global_exact
batter,23836,69809.0,confirmed_global_exact
batter,23837,69805.0,confirmed_global_exact
batter,23838,69810.0,confirmed_global_exact
batter,23839,69804.0,confirmed_global_exact
batter,23840,69652.0,confirmed_global_exact
batter,23841,607111.0,confirmed_global_exact
batter,23842,519295.0,confirmed_global_exact
batter,23844,451713.0,confirmed_global_exact
batter,23845,,unanchored_no_exact_evidence
batter,23846,,unanchored_no_exact_evidence
batter,23847,607776.0,confirmed_global_exact
batter,23849,,unanchored_no_exact_evidence
batter,23851,50116.0,confirmed_global_exact
batter,23854,50167.0,confirmed_global_exact
batter,23855,50150.0,confirmed_global_exact
batter,23859,,conflict_reverse_multiple_train_ids
batter,23861,50110.0,confirmed_global_exact
batter,23864,,conflict_multiple_trackman_ids
batter,23865,657733.0,confirmed_global_exact
batter,23875,,conflict_multiple_trackman_ids
batter,23876,,unanchored_no_exact_evidence
batter,23877,50414.0,confirmed_global_exact
batter,23878,,unanchored_no_exact_evidence
batter,23881,573135.0,confirmed_global_exact
batter,23882,553988.0,confirmed_global_exact
batter,23883,,unanchored_no_exact_evidence
batter,23890,50507.0,confirmed_global_exact
batter,23896,50500.0,confirmed_global_exact
batter,23899,50840.0,confirmed_global_exact
batter,23900,50848.0,confirmed_global_exact
batter,23901,50854.0,confirmed_global_exact
batter,23905,50819.0,confirmed_global_exact
batter,23906,50868.0,confirmed_global_exact
batter,23907,50816.0,confirmed_global_exact
batter,23911,50820.0,confirmed_global_exact
batter,23912,50818.0,confirmed_global_exact
batter,23913,50817.0,confirmed_global_exact
batter,23918,50657.0,confirmed_global_exact
batter,23919,50600.0,confirmed_global_exact
batter,23926,50608.0,confirmed_global_exact
batter,23937,50713.0,confirmed_global_exact
batter,23938,50704.0,confirmed_global_exact
batter,23939,50707.0,confirmed_global_exact
batter,23940,50709.0,confirmed_global_exact
batter,23941,50714.0,confirmed_global_exact
batter,23945,50204.0,confirmed_global_exact
batter,23946,50244.0,confirmed_global_exact
batter,23948,50202.0,confirmed_global_exact
batter,23949,,conflict_multiple_trackman_ids
batter,23953,,unanchored_no_exact_evidence
batter,23957,50208.0,confirmed_global_exact
batter,23958,50209.0,confirmed_global_exact
batter,23960,,unanchored_no_exact_evidence
batter,23961,571437.0,confirmed_global_exact
batter,23965,50996.0,confirmed_global_exact
batter,23970,50902.0,confirmed_global_exact
batter,23971,50903.0,confirmed_global_exact
batter,23974,50906.0,confirmed_global_exact
batter,23975,50304.0,confirmed_global_exact
batter,23976,50312.0,confirmed_global_exact
batter,23978,50357.0,confirmed_global_exact
batter,23980,578628.0,confirmed_global_exact
batter,23981,,unanchored_no_exact_evidence
batter,23983,50394.0,confirmed_global_exact
batter,23986,600301.0,confirmed_global_exact
batter,23989,50066.0,confirmed_global_exact
batter,23990,50054.0,confirmed_global_exact
batter,23991,,unanchored_no_exact_evidence
batter,23992,50092.0,confirmed_global_exact
batter,23993,50093.0,confirmed_global_exact
batter,23995,50096.0,confirmed_global_exact
batter,23996,50007.0,confirmed_global_exact
batter,24000,50011.0,confirmed_global_exact
batter,24002,,unanchored_no_exact_evidence
batter,24003,,unanchored_no_exact_evidence
batter,24004,,unanchored_no_exact_evidence
batter,24005,488681.0,confirmed_global_exact
batter,24006,50214.0,confirmed_global_exact
batter,24007,608365.0,confirmed_global_exact
batter,24008,594953.0,confirmed_global_exact
batter,24009,643603.0,confirmed_global_exact
batter,24010,51100.0,confirmed_global_exact
batter,24014,51103.0,confirmed_global_exact
batter,24016,51106.0,confirmed_global_exact
batter,24019,51112.0,confirmed_global_exact
batter,24022,,conflict_multiple_trackman_ids
batter,24023,501660.0,confirmed_global_exact
batter,24024,51013.0,confirmed_global_exact
batter,24029,,unanchored_no_exact_evidence
batter,24031,51005.0,confirmed_global_exact
batter,24033,51008.0,confirmed_global_exact
batter,24034,51009.0,confirmed_global_exact
batter,24035,51006.0,confirmed_global_exact
batter,24040,51551.0,confirmed_global_exact
batter,24041,51528.0,confirmed_global_exact
batter,24046,51560.0,confirmed_global_exact
batter,24049,51574.0,confirmed_global_exact
batter,24050,51868.0,confirmed_global_exact
batter,24054,51865.0,confirmed_global_exact
batter,24057,51860.0,confirmed_global_exact
batter,24058,51803.0,confirmed_global_exact
batter,24061,51805.0,confirmed_global_exact
batter,24066,51466.0,confirmed_global_exact
batter,24067,51468.0,confirmed_global_exact
batter,24068,51403.0,confirmed_global_exact
batter,24071,51407.0,confirmed_global_exact
batter,24072,51417.0,confirmed_global_exact
batter,24074,517369.0,confirmed_global_exact
batter,24075,51907.0,confirmed_global_exact
batter,24077,51991.0,confirmed_global_exact
batter,24079,51996.0,confirmed_global_exact
batter,24080,,unanchored_no_exact_evidence
batter,24082,51903.0,confirmed_global_exact
batter,24086,51359.0,confirmed_global_exact
batter,24087,51344.0,confirmed_global_exact
batter,24090,51302.0,confirmed_global_exact
batter,24091,51303.0,confirmed_global_exact
batter,24092,51304.0,confirmed_global_exact
batter,24093,51305.0,confirmed_global_exact
batter,24095,,conflict_reverse_multiple_train_ids
batter,24096,,unanchored_no_exact_evidence
batter,24098,51203.0,confirmed_global_exact
batter,24101,51269.0,confirmed_global_exact
batter,24103,51295.0,confirmed_global_exact
batter,24106,51298.0,confirmed_global_exact
batter,24108,51200.0,confirmed_global_exact
batter,24114,51205.0,confirmed_global_exact
batter,24119,51640.0,confirmed_global_exact
batter,24120,51605.0,confirmed_global_exact
batter,24121,,unanchored_no_exact_evidence
batter,24122,51603.0,confirmed_global_exact
batter,24123,,unanchored_no_exact_evidence
batter,24124,51604.0,confirmed_global_exact
batter,24127,,unanchored_no_exact_evidence
batter,24128,51764.0,confirmed_global_exact
batter,24130,51767.0,confirmed_global_exact
batter,24132,51762.0,confirmed_global_exact
batter,24134,51701.0,confirmed_global_exact
batter,24137,51704.0,confirmed_global_exact
batter,24139,592387.0,confirmed_global_exact
batter,24141,51707.0,confirmed_global_exact
batter,24142,51708.0,confirmed_global_exact
batter,24143,571679.0,confirmed_global_exact
batter,24144,425783.0,confirmed_global_exact
batter,24145,51706.0,confirmed_global_exact
batter,24148,571506.0,confirmed_global_exact
batter,24149,643269.0,confirmed_global_exact
batter,24150,541650.0,confirmed_global_exact
batter,24155,,conflict_reverse_multiple_train_ids
batter,24158,52103.0,confirmed_global_exact
batter,24159,52105.0,confirmed_global_exact
batter,24160,52121.0,confirmed_global_exact
batter,24162,52124.0,confirmed_global_exact
batter,24163,547004.0,confirmed_global_exact
batter,24171,52803.0,confirmed_global_exact
batter,24174,52805.0,confirmed_global_exact
batter,24175,52804.0,confirmed_global_exact
batter,24176,52807.0,confirmed_global_exact
batter,24177,605196.0,confirmed_global_exact
batter,24180,52348.0,confirmed_global_exact
batter,24186,52398.0,confirmed_global_exact
batter,24187,52301.0,confirmed_global_exact
batter,24188,,unanchored_no_exact_evidence
batter,24189,,unanchored_no_exact_evidence
batter,24190,,unanchored_no_exact_evidence
batter,24191,52305.0,confirmed_global_exact
batter,24194,624577.0,confirmed_global_exact
batter,24195,,unanchored_no_exact_evidence
batter,24200,,unanchored_no_exact_evidence
batter,24204,,unanchored_no_exact_evidence
batter,24206,52906.0,confirmed_global_exact
batter,24207,605361.0,confirmed_global_exact
batter,24210,52516.0,confirmed_global_exact
batter,24212,52591.0,confirmed_global_exact
batter,24213,,unanchored_no_exact_evidence
batter,24214,52568.0,confirmed_global_exact
batter,24215,,conflict_multiple_trackman_ids
batter,24216,,unanchored_no_exact_evidence
batter,24217,,unanchored_no_exact_evidence
batter,24218,,unanchored_no_exact_evidence
batter,24219,52514.0,confirmed_global_exact
batter,24220,,unanchored_no_exact_evidence
batter,24221,656847.0,confirmed_global_exact
batter,24225,52267.0,confirmed_global_exact
