role,season,game_type,train_team_id,train_player_id,current_trackman_player_id,mapping_status
batter,2019,F,14,22886,66354.0,confirmed_global_exact_fallback
batter,2019,F,14,23352,,unanchored_no_exact_evidence
batter,2019,F,14,23435,68302.0,confirmed_global_exact_fallback
batter,2019,F,14,23436,68330.0,confirmed_exact_strict
batter,2019,F,14,23442,68346.0,confirmed_exact_strict
batter,2019,F,14,23443,75125.0,confirmed_global_exact_fallback
batter,2019,F,14,23444,68362.0,confirmed_exact_strict
batter,2019,F,14,23448,,unanchored_no_exact_evidence
batter,2019,F,14,23450,68304.0,confirmed_exact_strict
batter,2019,F,14,23452,68305.0,confirmed_global_exact_fallback
batter,2019,F,14,23746,69394.0,confirmed_exact_strict
batter,2019,F,14,23750,69332.0,confirmed_global_exact_fallback
batter,2019,F,14,23752,69366.0,confirmed_exact_strict
batter,2019,F,14,23753,69363.0,confirmed_exact_strict
batter,2019,F,14,23755,69393.0,confirmed_global_exact_fallback
batter,2019,F,14,23756,69305.0,confirmed_global_exact_fallback
batter,2019,F,14,23757,69306.0,confirmed_exact_strict
batter,2019,F,15,21865,76509.0,confirmed_exact_strict
batter,2019,F,15,21892,76100.0,confirmed_exact_strict
batter,2019,F,15,22064,78566.0,confirmed_exact_strict
batter,2019,F,15,22269,60523.0,confirmed_exact_strict
batter,2019,F,15,22344,61204.0,confirmed_global_exact_fallback
batter,2019,F,15,22353,61566.0,confirmed_exact_strict
batter,2019,F,15,22424,62558.0,confirmed_exact_strict
batter,2019,F,15,22739,64504.0,confirmed_exact_strict
batter,2019,F,15,22921,,unanchored_no_exact_evidence
batter,2019,F,15,22924,,unanchored_no_exact_evidence
batter,2019,F,15,23188,64022.0,confirmed_global_exact_fallback
batter,2019,F,15,23189,66504.0,confirmed_global_exact_fallback
batter,2019,F,15,23346,61591.0,confirmed_exact_strict
batter,2019,F,15,23357,67568.0,confirmed_exact_strict
batter,2019,F,15,23463,68518.0,confirmed_exact_strict
batter,2019,F,15,23464,65586.0,confirmed_exact_strict
batter,2019,F,15,23465,68525.0,confirmed_exact_strict
batter,2019,F,15,23467,63593.0,confirmed_exact_strict
batter,2019,F,15,23469,63558.0,confirmed_exact_strict
batter,2019,F,15,23670,64501.0,confirmed_exact_strict
batter,2019,F,15,23675,69592.0,confirmed_global_exact_fallback
batter,2019,F,15,23677,69500.0,confirmed_global_exact_fallback
batter,2019,F,15,23680,,unanchored_no_exact_evidence
batter,2019,F,15,23681,69508.0,confirmed_exact_strict
batter,2019,F,15,23683,69512.0,confirmed_exact_strict
batter,2019,F,15,23686,69518.0,confirmed_global_exact_fallback
batter,2019,F,16,22025,78643.0,confirmed_exact_strict
batter,2019,F,16,22104,79113.0,confirmed_global_exact_fallback
batter,2019,F,16,22221,60648.0,confirmed_exact_strict
batter,2019,F,16,22225,60605.0,confirmed_exact_strict
batter,2019,F,16,22439,62893.0,confirmed_exact_strict
batter,2019,F,16,22454,76368.0,confirmed_exact_strict
batter,2019,F,16,22523,63260.0,confirmed_global_exact_fallback
batter,2019,F,16,22763,62908.0,confirmed_exact_strict
batter,2019,F,16,22934,66615.0,confirmed_exact_strict
batter,2019,F,16,22943,66662.0,confirmed_exact_strict
batter,2019,F,16,22956,66606.0,confirmed_global_exact_fallback
batter,2019,F,16,23300,67610.0,confirmed_exact_strict
batter,2019,F,16,23495,,unanchored_no_exact_evidence
batter,2019,F,16,23505,68646.0,confirmed_global_exact_fallback
batter,2019,F,16,23507,68614.0,confirmed_global_exact_fallback
batter,2019,F,16,23508,64657.0,confirmed_exact_strict
batter,2019,F,16,23657,69627.0,confirmed_exact_strict
batter,2019,F,16,23658,69628.0,confirmed_exact_strict
batter,2019,F,16,23662,69636.0,confirmed_global_exact_fallback
batter,2019,F,16,23663,62668.0,confirmed_exact_strict
batter,2019,F,16,23666,64602.0,confirmed_exact_strict
batter,2019,F,16,23667,65620.0,confirmed_exact_strict
batter,2019,F,16,23846,,unanchored_no_exact_evidence
batter,2019,F,17,21600,74729.0,confirmed_exact_strict
batter,2019,F,17,22002,60100.0,confirmed_exact_strict
batter,2019,F,17,22160,79705.0,confirmed_exact_strict
batter,2019,F,17,22238,60805.0,confirmed_global_exact_fallback
batter,2019,F,17,22258,60184.0,confirmed_exact_strict
batter,2019,F,17,22332,61700.0,confirmed_global_exact_fallback
batter,2019,F,17,22382,62797.0,confirmed_exact_strict
batter,2019,F,17,22682,61554.0,confirmed_exact_strict
batter,2019,F,17,22683,61366.0,confirmed_exact_strict
batter,2019,F,17,22684,64706.0,confirmed_exact_strict
batter,2019,F,17,22709,64717.0,confirmed_global_exact_fallback
batter,2019,F,17,22762,79364.0,confirmed_exact_strict
batter,2019,F,17,22963,66715.0,confirmed_exact_strict
batter,2019,F,17,23121,64724.0,confirmed_exact_strict
batter,2019,F,17,23134,66704.0,confirmed_exact_strict
batter,2019,F,17,23579,68707.0,confirmed_global_exact_fallback
batter,2019,F,17,23584,68700.0,confirmed_exact_strict
batter,2019,F,17,23688,63700.0,confirmed_exact_strict
batter,2019,F,17,23691,69727.0,confirmed_exact_strict
batter,2019,F,17,23692,,unanchored_no_exact_evidence
batter,2019,F,17,23693,69737.0,confirmed_exact_strict
batter,2019,F,17,23698,69766.0,confirmed_exact_strict
batter,2019,F,17,23700,63703.0,confirmed_exact_strict
batter,2019,F,17,23701,64704.0,confirmed_exact_strict
batter,2019,F,17,23702,69702.0,confirmed_exact_strict
batter,2019,F,17,23706,69706.0,confirmed_exact_strict
batter,2019,F,18,21278,64793.0,confirmed_exact_strict
batter,2019,F,18,21737,75566.0,confirmed_exact_strict
batter,2019,F,18,22571,62409.0,confirmed_exact_strict
batter,2019,F,18,22574,63435.0,confirmed_global_exact_fallback
batter,2019,F,18,22679,64499.0,confirmed_exact_strict
batter,2019,F,18,22756,64468.0,confirmed_exact_strict
batter,2019,F,18,22758,64493.0,confirmed_exact_strict
batter,2019,F,18,23001,65462.0,confirmed_exact_strict
batter,2019,F,18,23089,66838.0,confirmed_exact_strict
batter,2019,F,18,23244,64266.0,confirmed_exact_strict
batter,2019,F,18,23373,67412.0,confirmed_exact_strict
batter,2019,F,18,23377,67405.0,confirmed_exact_strict
batter,2019,F,18,23521,60288.0,confirmed_exact_strict
batter,2019,F,18,23523,,unanchored_no_exact_evidence
batter,2019,F,18,23524,64410.0,confirmed_exact_strict
batter,2019,F,18,23525,64407.0,confirmed_exact_strict
batter,2019,F,18,23526,68463.0,confirmed_exact_strict
batter,2019,F,18,23527,68416.0,confirmed_exact_strict
batter,2019,F,18,23529,64469.0,confirmed_exact_strict
batter,2019,F,18,23531,68466.0,confirmed_exact_strict
batter,2019,F,18,23718,69442.0,confirmed_exact_strict
batter,2019,F,18,23726,68407.0,confirmed_exact_strict
batter,2019,F,19,21461,73306.0,confirmed_exact_strict
batter,2019,F,19,21848,76720.0,confirmed_exact_strict
batter,2019,F,19,22006,78813.0,confirmed_exact_strict
batter,2019,F,19,22132,79234.0,confirmed_exact_strict
batter,2019,F,19,22523,63260.0,confirmed_exact_strict
batter,2019,F,19,22629,63903.0,confirmed_exact_strict
batter,2019,F,19,22716,64944.0,confirmed_exact_strict
batter,2019,F,19,23049,65909.0,confirmed_exact_strict
batter,2019,F,19,23064,65905.0,confirmed_exact_strict
batter,2019,F,19,23193,66917.0,confirmed_exact_strict
batter,2019,F,19,23205,66963.0,confirmed_exact_strict
batter,2019,F,19,23262,67944.0,confirmed_exact_strict
batter,2019,F,19,23408,62025.0,confirmed_exact_strict
batter,2019,F,19,23602,68912.0,confirmed_exact_strict
batter,2019,F,19,23605,68906.0,confirmed_exact_strict
batter,2019,F,19,23606,68904.0,confirmed_exact_strict
batter,2019,F,19,23776,69992.0,confirmed_exact_strict
batter,2019,F,19,23778,69995.0,confirmed_exact_strict
batter,2019,F,19,23780,69900.0,confirmed_exact_strict
batter,2019,F,20,21401,73153.0,confirmed_exact_strict
batter,2019,F,20,22208,60343.0,confirmed_exact_strict
batter,2019,F,20,22333,61743.0,confirmed_global_exact_fallback
batter,2019,F,20,22416,62468.0,confirmed_exact_strict
batter,2019,F,20,22460,77654.0,confirmed_exact_strict
batter,2019,F,20,22732,64007.0,confirmed_exact_strict
batter,2019,F,20,22733,63088.0,confirmed_exact_strict
batter,2019,F,20,22745,63448.0,confirmed_exact_strict
batter,2019,F,20,23113,,unresolved_global_conflict
batter,2019,F,20,23388,,unanchored_no_exact_evidence
batter,2019,F,20,23395,67063.0,confirmed_exact_strict
batter,2019,F,20,23471,76313.0,confirmed_exact_strict
batter,2019,F,20,23472,64014.0,confirmed_exact_strict
batter,2019,F,20,23481,68069.0,confirmed_global_exact_fallback
batter,2019,F,20,23482,68087.0,confirmed_exact_strict
batter,2019,F,20,23486,67094.0,confirmed_exact_strict
batter,2019,F,20,23492,68002.0,confirmed_global_exact_fallback
batter,2019,F,20,23493,68003.0,confirmed_exact_strict
batter,2019,F,20,23788,69056.0,confirmed_exact_strict
batter,2019,F,20,23789,69064.0,confirmed_global_exact_fallback
batter,2019,F,20,23791,69055.0,confirmed_global_exact_fallback
batter,2019,F,20,23793,,unanchored_no_exact_evidence
batter,2019,F,21,21448,73209.0,confirmed_global_exact_fallback
batter,2019,F,21,21786,76158.0,confirmed_global_exact_fallback
batter,2019,F,21,22137,79465.0,confirmed_exact_strict
batter,2019,F,21,22333,61743.0,confirmed_exact_strict
batter,2019,F,21,22442,62884.0,confirmed_exact_strict
batter,2019,F,21,22576,63450.0,confirmed_global_exact_fallback
batter,2019,F,21,22768,63704.0,confirmed_global_exact_fallback
batter,2019,F,21,23108,65869.0,confirmed_exact_strict
batter,2019,F,21,23111,,unanchored_no_exact_evidence
batter,2019,F,21,23138,66803.0,confirmed_exact_strict
batter,2019,F,21,23143,66864.0,confirmed_exact_strict
batter,2019,F,21,23146,63895.0,confirmed_exact_strict
batter,2019,F,21,23153,578268.0,confirmed_exact_strict
batter,2019,F,21,23212,66802.0,confirmed_exact_strict
batter,2019,F,21,23318,62802.0,confirmed_global_exact_fallback
batter,2019,F,21,23321,61869.0,confirmed_exact_strict
batter,2019,F,21,23546,68869.0,confirmed_exact_strict
batter,2019,F,21,23547,,unanchored_no_exact_evidence
batter,2019,F,21,23548,64803.0,confirmed_exact_strict
batter,2019,F,21,23549,68868.0,confirmed_exact_strict
batter,2019,F,21,23551,68805.0,confirmed_exact_strict
batter,2019,F,21,23760,69825.0,confirmed_global_exact_fallback
batter,2019,F,21,23763,69860.0,confirmed_exact_strict
batter,2019,F,21,23835,69802.0,confirmed_exact_strict
batter,2019,F,21,23836,69809.0,confirmed_exact_strict
batter,2019,F,21,23837,69805.0,confirmed_global_exact_fallback
batter,2019,F,21,23838,69810.0,confirmed_exact_strict
batter,2019,F,21,23839,69804.0,confirmed_global_exact_fallback
batter,2019,F,22,21999,78122.0,confirmed_global_exact_fallback
batter,2019,F,22,22749,65653.0,confirmed_global_exact_fallback
batter,2019,F,22,22817,64100.0,confirmed_global_exact_fallback
batter,2019,F,22,22830,66203.0,confirmed_global_exact_fallback
batter,2019,F,22,22872,65362.0,confirmed_global_exact_fallback
batter,2019,F,22,22950,66657.0,confirmed_global_exact_fallback
batter,2019,F,22,23022,66409.0,confirmed_global_exact_fallback
batter,2019,F,22,23028,63913.0,confirmed_global_exact_fallback
batter,2019,F,22,23132,66749.0,confirmed_global_exact_fallback
batter,2019,F,22,23299,63636.0,confirmed_global_exact_fallback
batter,2019,F,22,23349,67504.0,confirmed_global_exact_fallback
batter,2019,F,23,22664,,unresolved_global_conflict
batter,2019,F,23,22674,63920.0,confirmed_exact_strict
batter,2019,F,23,22693,64153.0,confirmed_exact_strict
batter,2019,F,23,22781,65506.0,confirmed_global_exact_fallback
batter,2019,F,23,22839,66209.0,confirmed_exact_strict
batter,2019,F,23,22853,65898.0,confirmed_exact_strict
batter,2019,F,23,22969,66707.0,confirmed_exact_strict
batter,2019,F,23,23000,65412.0,confirmed_global_exact_fallback
batter,2019,F,23,23116,65464.0,confirmed_global_exact_fallback
batter,2019,F,23,23195,66965.0,confirmed_exact_strict
batter,2019,F,23,23200,66968.0,confirmed_exact_strict
batter,2019,F,23,23298,67644.0,confirmed_exact_strict
batter,2019,F,23,23319,67893.0,confirmed_exact_strict
batter,2019,F,23,23388,,unanchored_no_exact_evidence
batter,2019,F,23,23407,67005.0,confirmed_exact_strict
batter,2019,R,12,21616,74206.0,confirmed_exact_strict
batter,2019,R,12,21660,75334.0,confirmed_exact_strict
batter,2019,R,12,21821,76267.0,confirmed_exact_strict
batter,2019,R,12,21947,77248.0,confirmed_exact_strict
batter,2019,R,12,22013,78224.0,confirmed_exact_strict
batter,2019,R,12,22126,79240.0,confirmed_exact_strict
batter,2019,R,12,22127,79215.0,confirmed_exact_strict
batter,2019,R,12,22130,79231.0,confirmed_exact_strict
batter,2019,R,12,22284,61104.0,confirmed_exact_strict
batter,2019,R,12,22345,61208.0,confirmed_exact_strict
batter,2019,R,12,22429,62234.0,confirmed_exact_strict
batter,2019,R,12,22430,62244.0,confirmed_exact_strict
batter,2019,R,12,22514,79290.0,confirmed_exact_strict
batter,2019,R,12,22521,63202.0,confirmed_exact_strict
batter,2019,R,12,22522,63257.0,confirmed_exact_strict
batter,2019,R,12,22748,64086.0,confirmed_exact_strict
batter,2019,R,12,22822,64260.0,confirmed_exact_strict
batter,2019,R,12,22830,66203.0,confirmed_global_exact_fallback
batter,2019,R,12,23241,67202.0,confirmed_global_exact_fallback
batter,2019,R,12,23243,67207.0,confirmed_exact_strict
batter,2019,R,12,23562,63559.0,confirmed_exact_strict
batter,2019,R,12,23626,63440.0,confirmed_exact_strict
batter,2019,R,12,23687,628336.0,confirmed_exact_strict
batter,2019,R,12,23733,69203.0,confirmed_global_exact_fallback
batter,2019,R,12,23735,69238.0,confirmed_exact_strict
batter,2019,R,13,20889,71184.0,confirmed_exact_strict
batter,2019,R,13,21174,71842.0,confirmed_exact_strict
batter,2019,R,13,21241,72133.0,confirmed_exact_strict
batter,2019,R,13,21968,77564.0,confirmed_exact_strict
batter,2019,R,13,21996,78135.0,confirmed_exact_strict
batter,2019,R,13,22016,78217.0,confirmed_exact_strict
batter,2019,R,13,22101,79198.0,confirmed_exact_strict
batter,2019,R,13,22102,79192.0,confirmed_exact_strict
batter,2019,R,13,22103,79109.0,confirmed_exact_strict
batter,2019,R,13,22106,79150.0,confirmed_exact_strict
batter,2019,R,13,22281,61114.0,confirmed_exact_strict
batter,2019,R,13,22283,61102.0,confirmed_exact_strict
batter,2019,R,13,22287,61186.0,confirmed_exact_strict
batter,2019,R,13,22374,62164.0,confirmed_exact_strict
batter,2019,R,13,22502,78361.0,confirmed_exact_strict
batter,2019,R,13,22695,65132.0,confirmed_exact_strict
batter,2019,R,13,22696,65136.0,confirmed_exact_strict
batter,2019,R,13,22800,64164.0,confirmed_exact_strict
batter,2019,R,13,22816,66108.0,confirmed_exact_strict
batter,2019,R,13,22831,65207.0,confirmed_exact_strict
batter,2019,R,13,23234,67123.0,confirmed_exact_strict
batter,2019,R,13,23418,65109.0,confirmed_exact_strict
batter,2019,R,13,23420,76290.0,confirmed_exact_strict
batter,2019,R,13,23553,79530.0,confirmed_exact_strict
batter,2019,R,13,23635,571830.0,confirmed_exact_strict
batter,2019,R,13,23645,69100.0,confirmed_exact_strict
batter,2019,R,13,23844,451713.0,confirmed_exact_strict
batter,2019,R,14,22144,79334.0,confirmed_exact_strict
batter,2019,R,14,22146,79365.0,confirmed_exact_strict
batter,2019,R,14,22148,79300.0,confirmed_exact_strict
batter,2019,R,14,22182,79456.0,confirmed_exact_strict
batter,2019,R,14,22392,62353.0,confirmed_exact_strict
batter,2019,R,14,22394,62356.0,confirmed_exact_strict
batter,2019,R,14,22500,78168.0,confirmed_exact_strict
batter,2019,R,14,22671,64300.0,confirmed_exact_strict
batter,2019,R,14,22719,64346.0,confirmed_exact_strict
batter,2019,R,14,22736,65357.0,confirmed_exact_strict
batter,2019,R,14,22775,65399.0,confirmed_exact_strict
batter,2019,R,14,22852,65304.0,confirmed_exact_strict
batter,2019,R,14,22853,65898.0,confirmed_exact_strict
batter,2019,R,14,22882,64340.0,confirmed_exact_strict
batter,2019,R,14,22886,66354.0,confirmed_exact_strict
batter,2019,R,14,23281,67304.0,confirmed_exact_strict
batter,2019,R,14,23282,67341.0,confirmed_exact_strict
batter,2019,R,14,23436,68330.0,confirmed_exact_strict
batter,2019,R,14,23443,75125.0,confirmed_exact_strict
batter,2019,R,14,23444,68362.0,confirmed_global_exact_fallback
batter,2019,R,14,23625,543742.0,confirmed_exact_strict
batter,2019,R,14,23757,69306.0,confirmed_global_exact_fallback
batter,2019,R,15,21381,72546.0,confirmed_exact_strict
batter,2019,R,15,21822,76249.0,confirmed_exact_strict
batter,2019,R,15,21865,76509.0,confirmed_exact_strict
batter,2019,R,15,21892,76100.0,confirmed_exact_strict
batter,2019,R,15,21980,77463.0,confirmed_exact_strict
batter,2019,R,15,21992,78513.0,confirmed_exact_strict
batter,2019,R,15,22064,78566.0,confirmed_exact_strict
batter,2019,R,15,22066,77532.0,confirmed_exact_strict
batter,2019,R,15,22269,60523.0,confirmed_exact_strict
batter,2019,R,15,22344,61204.0,confirmed_exact_strict
batter,2019,R,15,22353,61566.0,confirmed_exact_strict
batter,2019,R,15,22420,62556.0,confirmed_exact_strict
batter,2019,R,15,22424,62558.0,confirmed_exact_strict
batter,2019,R,15,22739,64504.0,confirmed_exact_strict
batter,2019,R,15,22902,66508.0,confirmed_exact_strict
batter,2019,R,15,23188,64022.0,confirmed_exact_strict
batter,2019,R,15,23189,66504.0,confirmed_exact_strict
batter,2019,R,15,23346,,unresolved_global_conflict
batter,2019,R,15,23347,67539.0,confirmed_exact_strict
batter,2019,R,15,23348,71564.0,confirmed_exact_strict
batter,2019,R,15,23349,67504.0,confirmed_exact_strict
batter,2019,R,15,23455,68556.0,confirmed_exact_strict
batter,2019,R,15,23463,68518.0,confirmed_exact_strict
batter,2019,R,15,23464,65586.0,confirmed_exact_strict
batter,2019,R,15,23465,68525.0,confirmed_exact_strict
batter,2019,R,15,23467,63593.0,confirmed_exact_strict
batter,2019,R,15,23469,63558.0,confirmed_exact_strict
batter,2019,R,15,23669,65515.0,confirmed_exact_strict
batter,2019,R,15,23670,64501.0,confirmed_exact_strict
batter,2019,R,15,23671,69530.0,confirmed_exact_strict
batter,2019,R,15,23681,69508.0,confirmed_exact_strict
batter,2019,R,15,23685,69517.0,confirmed_exact_strict
batter,2019,R,15,23841,607111.0,confirmed_exact_strict
batter,2019,R,16,20946,70410.0,confirmed_exact_strict
batter,2019,R,16,20984,70756.0,confirmed_exact_strict
batter,2019,R,16,21286,72443.0,confirmed_exact_strict
batter,2019,R,16,21837,76849.0,confirmed_exact_strict
batter,2019,R,16,22021,78629.0,confirmed_exact_strict
batter,2019,R,16,22025,78643.0,confirmed_exact_strict
batter,2019,R,16,22026,78603.0,confirmed_exact_strict
batter,2019,R,16,22104,79113.0,confirmed_exact_strict
batter,2019,R,16,22109,79608.0,confirmed_exact_strict
batter,2019,R,16,22221,60648.0,confirmed_global_exact_fallback
batter,2019,R,16,22225,60605.0,confirmed_exact_strict
batter,2019,R,16,22432,62265.0,confirmed_exact_strict
batter,2019,R,16,22436,62864.0,confirmed_exact_strict
batter,2019,R,16,22439,62893.0,confirmed_global_exact_fallback
batter,2019,R,16,22454,76368.0,confirmed_exact_strict
batter,2019,R,16,22523,63260.0,confirmed_exact_strict
batter,2019,R,16,22542,63722.0,confirmed_exact_strict
batter,2019,R,16,22690,64560.0,confirmed_exact_strict
batter,2019,R,16,22763,62908.0,confirmed_exact_strict
batter,2019,R,16,22934,66615.0,confirmed_exact_strict
batter,2019,R,16,22943,66662.0,confirmed_exact_strict
batter,2019,R,16,22950,66657.0,confirmed_exact_strict
batter,2019,R,16,22956,66606.0,confirmed_exact_strict
batter,2019,R,16,23116,65464.0,confirmed_exact_strict
batter,2019,R,16,23298,67644.0,confirmed_exact_strict
batter,2019,R,16,23299,63636.0,confirmed_exact_strict
batter,2019,R,16,23505,68646.0,confirmed_exact_strict
batter,2019,R,16,23507,68614.0,confirmed_exact_strict
batter,2019,R,16,23508,64657.0,confirmed_exact_strict
batter,2019,R,16,23614,,unanchored_no_exact_evidence
batter,2019,R,16,23646,64646.0,confirmed_exact_strict
batter,2019,R,16,23649,571757.0,confirmed_exact_strict
batter,2019,R,16,23662,69636.0,confirmed_exact_strict
batter,2019,R,16,23663,62668.0,confirmed_global_exact_fallback
batter,2019,R,16,23664,65610.0,confirmed_exact_strict
batter,2019,R,16,23840,69652.0,confirmed_exact_strict
batter,2019,R,17,21143,71752.0,confirmed_exact_strict
batter,2019,R,17,21400,73136.0,confirmed_exact_strict
batter,2019,R,17,21600,74729.0,confirmed_exact_strict
batter,2019,R,17,21693,,conflict_reverse_multiple_train_ids
batter,2019,R,17,21851,76753.0,confirmed_exact_strict
batter,2019,R,17,22002,60100.0,confirmed_exact_strict
batter,2019,R,17,22038,78756.0,confirmed_exact_strict
batter,2019,R,17,22160,79705.0,confirmed_exact_strict
batter,2019,R,17,22238,60805.0,confirmed_exact_strict
batter,2019,R,17,22258,60184.0,confirmed_exact_strict
batter,2019,R,17,22332,61700.0,confirmed_exact_strict
batter,2019,R,17,22379,62700.0,confirmed_exact_strict
batter,2019,R,17,22382,62797.0,confirmed_exact_strict
batter,2019,R,17,22455,,conflict_multiple_trackman_ids
batter,2019,R,17,22682,61554.0,confirmed_exact_strict
batter,2019,R,17,22684,64706.0,confirmed_exact_strict
batter,2019,R,17,22709,64717.0,confirmed_exact_strict
batter,2019,R,17,22762,79364.0,confirmed_exact_strict
batter,2019,R,17,22963,66715.0,confirmed_exact_strict
batter,2019,R,17,22969,66707.0,confirmed_exact_strict
batter,2019,R,17,22986,66702.0,confirmed_exact_strict
batter,2019,R,17,23121,64724.0,confirmed_exact_strict
batter,2019,R,17,23134,66704.0,confirmed_exact_strict
batter,2019,R,17,23578,68743.0,confirmed_exact_strict
batter,2019,R,17,23582,68730.0,confirmed_exact_strict
batter,2019,R,17,23583,66706.0,confirmed_exact_strict
batter,2019,R,17,23584,68700.0,confirmed_exact_strict
batter,2019,R,17,23688,63700.0,confirmed_exact_strict
batter,2019,R,17,23691,69727.0,confirmed_exact_strict
batter,2019,R,17,23693,69737.0,confirmed_exact_strict
batter,2019,R,17,23698,69766.0,confirmed_exact_strict
batter,2019,R,17,23700,63703.0,confirmed_exact_strict
batter,2019,R,18,21131,71432.0,confirmed_exact_strict
batter,2019,R,18,21278,64793.0,confirmed_exact_strict
batter,2019,R,18,21288,72456.0,confirmed_exact_strict
batter,2019,R,18,21627,74540.0,confirmed_exact_strict
batter,2019,R,18,21737,75566.0,confirmed_exact_strict
batter,2019,R,18,22133,79402.0,confirmed_exact_strict
batter,2019,R,18,22288,61197.0,confirmed_exact_strict
batter,2019,R,18,22315,61404.0,confirmed_exact_strict
batter,2019,R,18,22410,62404.0,confirmed_exact_strict
batter,2019,R,18,22571,62409.0,confirmed_exact_strict
batter,2019,R,18,22660,62415.0,confirmed_exact_strict
batter,2019,R,18,22679,64499.0,confirmed_exact_strict
batter,2019,R,18,22756,64468.0,confirmed_exact_strict
batter,2019,R,18,22758,64493.0,confirmed_exact_strict
batter,2019,R,18,23004,66462.0,confirmed_exact_strict
batter,2019,R,18,23022,66409.0,confirmed_exact_strict
